Employee_ID,First_Name,Last_Name,Gender,Date_of_Birth,Email,City,State,Country,Marital_Status,Job_Title,Department,Employment_Type,Work_Location,Work_Shift,Hire_Date,Employment_Status,Base_Salary,Annual_Bonus,Performance_Rating,Skills,Languages_Spoken
E003657,Vicki,Floyd,Other,17-01-1998,andrewmccarthy@gmail.com,Phillipsmouth,Tennessee,Canada,Single,Accountant,Sales,Full-time,"75465 John Wall, North Gary, KY 69409",Evening,07-06-2019,Resigned,52601,8155,3,Communication,French
E003658,Shawn,Kelly,Male,24-02-1998,heathersanford@lynch.net,Davidfurt,Missouri,India,Divorced,Accountant,IT,Full-time,"0268 David Loaf, Lake Connieview, VA 17755",Night,14-10-2017,Active,179092,922,5,SQL,Spanish
E003659,Erin,Brewer,Female,16-12-1977,marissagraves@allen.biz,Reginaville,Delaware,India,Single,Software Engineer,Sales,Contractor,"4023 Audrey Vista Suite 961, Michaelmouth, CO 32813",Night,12-12-2019,Active,169227,6695,5,Power BI,Spanish
E003660,Sylvia,Zuniga,Female,22-08-1975,alvaradophillip@hotmail.com,Sherryside,South Dakota,UK,Divorced,Marketing Specialist,Sales,Full-time,"424 Daniel Well Suite 457, Rhondaton, AK 76075",Morning,24-09-2020,On Leave,197849,5758,1,Power BI,Spanish
E003661,Michael,Nichols,Male,28-06-1975,kellybrooks@walls.com,Fergusonstad,Idaho,UK,Divorced,Sales Executive,Sales,Full-time,"68806 Barber Club, East Kelly, UT 43926",Night,14-02-2016,Resigned,49710,12576,3,SQL,French
E003662,Alicia,May,Male,30-09-2002,vferguson@hotmail.com,Carlosmouth,Washington,USA,Divorced,Sales Executive,Sales,Part-time,"12412 Harris Estate, North Blake, WY 56522",Morning,24-02-2018,Resigned,138714,19014,1,Communication,French
E003663,Joseph,Moore,Female,04-02-1975,huynhrobert@yahoo.com,Pruittmouth,Kentucky,Canada,Single,Software Engineer,Sales,Full-time,"09211 Ochoa Spurs Suite 806, Carolborough, WY 46381",Night,24-12-2021,Terminated,185604,7816,1,Python,English
E003664,Michael,Cunningham,Female,20-11-1970,shane51@yahoo.com,North Lisaside,Washington,USA,Single,Accountant,Marketing,Full-time,"12325 Shawn Way Apt. 530, Lake Vickie, FL 60365",Evening,28-04-2023,Resigned,158727,7556,4,Power BI,French
E003665,Grant,Smith,Other,11-07-1988,martinezjohn@gmail.com,Port Caroline,Alabama,UK,Single,Software Engineer,Finance,Part-time,"906 Lisa Curve, West Stephanieland, OR 01848",Evening,20-12-2018,On Leave,179673,16225,1,Java,French
E003666,Scott,Miller,Male,28-02-1986,benjaminthomas@smith.biz,Williammouth,Washington,USA,Married,Accountant,Sales,Full-time,"8326 Jill Courts, North Randy, IN 07341",Evening,27-09-2020,On Leave,93227,5930,4,Power BI,English
E003667,James,Quinn,Female,01-06-1997,hrodriguez@alvarez-lopez.org,Lake Elizabethtown,South Dakota,Germany,Married,Sales Executive,IT,Part-time,"438 Veronica Corner, East Elizabethland, DC 54971",Morning,10-10-2015,On Leave,166039,11633,5,Python,French
E003668,William,Cruz,Male,24-11-1968,karenstewart@yahoo.com,New Denise,Hawaii,Canada,Single,Sales Executive,IT,Full-time,"509 Rogers Cliffs Suite 582, Danielshire, AK 25509",Night,09-11-2023,Active,114289,3512,4,Excel,German
E003669,Stacey,Graham,Female,07-03-1972,perezjaime@hotmail.com,West Tonyafort,Tennessee,Germany,Single,Marketing Specialist,Finance,Part-time,"475 Kayla Radial Suite 409, South Mariachester, AZ 97653",Evening,24-06-2015,Active,181094,6066,5,Power BI,English
E003670,Kara,Hale,Male,07-02-1984,davidwilliams@yahoo.com,Port Alexisburgh,Utah,Germany,Single,Marketing Specialist,Sales,Contractor,"66781 Olson Highway, Loveborough, WA 72603",Night,22-02-2017,Resigned,35722,13207,5,Excel,English
E003671,Jennifer,White,Male,16-03-1986,jessicamiller@yahoo.com,Port Christina,Arkansas,UK,Divorced,HR Manager,IT,Part-time,"836 Duffy Circles, Woodberg, OK 05364",Evening,30-07-2022,Terminated,188485,14322,4,Java,German
E003672,Sierra,Grant,Female,18-05-1983,cobrien@gmail.com,New Brendahaven,Arizona,Germany,Single,Data Analyst,IT,Contractor,"3415 Sparks Trail, Adamton, CA 14064",Evening,17-04-2016,Resigned,111050,2060,4,Leadership,Spanish
E003673,Paula,Lopez,Other,07-07-1996,ryanelijah@yahoo.com,Joetown,Louisiana,UK,Divorced,Data Analyst,Marketing,Full-time,"499 Damon Ways Apt. 529, Moralesborough, VT 45023",Evening,07-08-2015,On Leave,113596,14013,3,Leadership,English
E003674,Jared,Perez,Other,20-01-1994,mistyellis@yahoo.com,New Brookechester,Vermont,India,Single,Marketing Specialist,Operations,Full-time,"529 Robinson Bypass, Mooreborough, MT 69190",Morning,01-02-2018,On Leave,96732,19418,2,Leadership,Hindi
E003675,Samuel,Wilcox,Other,07-12-1979,courtney50@yahoo.com,Port Christinemouth,Florida,India,Divorced,Marketing Specialist,Marketing,Part-time,"94217 Freeman Terrace Apt. 953, Escobarport, AZ 65851",Morning,18-05-2021,Resigned,173369,2387,4,Leadership,English
E003676,Sheri,Davis,Female,30-03-1968,matthew49@quinn.net,Smithview,Louisiana,USA,Married,Accountant,HR,Part-time,"26058 Nguyen Station Suite 011, New Sethside, AZ 39384",Night,30-04-2019,On Leave,98323,8031,1,Leadership,Spanish
E003677,Tammy,Wilson,Female,02-08-1975,brian82@zamora.com,North Miguelville,Maine,India,Divorced,Marketing Specialist,IT,Full-time,"7937 Smith Drive, Danielleburgh, WA 80580",Night,21-07-2016,Active,53816,1799,1,Java,English
E003678,Cynthia,Watson,Other,11-09-1989,hawkinsrodney@wilson-stokes.com,Mcmillanview,Alaska,USA,Single,Software Engineer,HR,Contractor,"569 Matthew Mission Suite 286, Lake Saraborough, NY 22938",Morning,15-02-2022,Terminated,70695,2780,3,Excel,English
E003679,Regina,Cruz,Female,16-03-1984,nelsonnina@gmail.com,Evansville,Kentucky,India,Married,Accountant,Finance,Contractor,"707 Christine Springs Suite 648, Darrylview, IL 41185",Night,18-12-2020,Resigned,180774,1127,3,SQL,English
E003680,Austin,Reed,Female,04-08-1980,kelly08@daniel-espinoza.net,New Rachael,South Carolina,India,Single,Accountant,Marketing,Full-time,"4257 Carolyn Village Apt. 118, Lake Emilyport, KS 84833",Evening,12-09-2023,Resigned,186314,7365,3,Communication,English
E003681,Edward,Ruiz,Other,22-06-1982,kjones@hotmail.com,Pughton,Vermont,India,Single,Software Engineer,Sales,Part-time,"298 Kara Garden Suite 949, Sharpport, TN 13986",Morning,29-07-2020,Resigned,85841,14635,3,SQL,French
E003682,Jessica,Santos,Female,30-05-1974,martinezanne@horton.biz,West Dana,Maryland,Germany,Divorced,Sales Executive,IT,Contractor,"4099 Nancy Views, Robertview, AZ 89362",Night,19-10-2018,Resigned,158498,7611,4,Excel,English
E003683,Stephen,Reed,Female,24-12-2001,ericadennis@bryant.com,North Christopher,Washington,Canada,Divorced,Software Engineer,Finance,Full-time,"606 Valerie Mountains, East Charles, UT 17565",Night,16-04-2017,Resigned,137096,12646,5,Communication,Spanish
E003684,Elizabeth,Rodriguez,Male,25-12-1977,hayestravis@kelley-morgan.com,Burkechester,Alaska,USA,Divorced,Software Engineer,Finance,Full-time,"USCGC Dixon, FPO AA 82928",Morning,16-03-2020,On Leave,122764,7535,3,Leadership,French
E003685,Luis,Herrera,Male,02-04-1999,donald73@carter-caldwell.biz,West Gregory,Delaware,India,Married,Accountant,Sales,Part-time,"5319 Toni Wall Suite 410, Jeannebury, ID 09835",Morning,29-04-2024,Resigned,115744,14504,2,Python,Hindi
E003686,Bradley,Moody,Other,27-02-1969,psmith@castillo-campbell.com,Lake Victoriaborough,Ohio,Germany,Divorced,Accountant,Sales,Contractor,"463 George Cliff Suite 638, Jamesfort, MA 98732",Morning,06-10-2023,Active,58482,9364,4,Java,Hindi
E003687,Jeremy,Jones,Male,06-02-1999,leroy85@hotmail.com,Seanville,Tennessee,India,Married,Accountant,Sales,Part-time,"8459 Hannah Path, Jeffreyfort, AZ 42746",Evening,25-01-2016,On Leave,39171,2808,3,Java,German
E003688,Kevin,Riley,Male,13-12-2001,bmartin@thomas.info,North David,Rhode Island,Canada,Single,Accountant,Operations,Contractor,"PSC 5768, Box 9357, APO AP 27884",Night,22-12-2023,Active,130755,13055,2,Leadership,English
E003689,Suzanne,Cunningham,Female,24-02-1977,whiteelizabeth@cruz.biz,West Jerome,Michigan,USA,Single,Sales Executive,Finance,Part-time,"411 Bradley Station, Danielfurt, WA 61388",Morning,03-12-2020,Resigned,138125,4297,4,Excel,French
E003690,Jessica,Shelton,Male,18-09-1980,kennethdavis@gmail.com,Port Crystalhaven,New York,Germany,Single,Marketing Specialist,HR,Part-time,"85608 Ross Stream Apt. 285, Beckyton, TN 85416",Night,24-04-2020,Active,160722,11209,2,Excel,Hindi
E003691,Kyle,Duffy,Female,04-01-1970,vporter@whitehead.net,Toddborough,Connecticut,UK,Single,Sales Executive,Sales,Full-time,"13113 Yolanda Lake Apt. 885, Daltonberg, GA 42391",Evening,26-10-2016,Active,136082,448,4,Leadership,German
E003692,Regina,Ray,Male,29-05-1976,gwallace@gmail.com,Karenville,Texas,UK,Single,Data Analyst,HR,Full-time,"6212 John Haven, North Gina, AR 65448",Night,16-11-2024,Resigned,33696,5008,2,SQL,English
E003693,Danielle,Reynolds,Other,14-02-1973,eatonmary@miller.net,Krystalport,Kansas,UK,Married,Sales Executive,IT,Contractor,"165 Don Island, Williamsfurt, UT 48899",Evening,01-08-2020,Active,156310,17177,2,Java,Spanish
E003694,Christian,Chen,Female,19-01-1965,billcabrera@gmail.com,North Jameschester,South Dakota,India,Married,Marketing Specialist,HR,Part-time,"09898 David Loop Apt. 326, Thomasstad, NM 23037",Morning,16-09-2020,Active,181130,16820,4,Communication,Spanish
E003695,Eric,Russell,Male,05-04-1970,courtney64@crawford.com,North Michael,Massachusetts,USA,Married,Marketing Specialist,Operations,Full-time,"9122 Taylor Land, South Andreaton, MI 31540",Morning,04-12-2024,Resigned,181385,6012,5,Java,French
E003696,Jason,Terry,Female,19-10-1971,glenn33@hotmail.com,Port Alberttown,California,Canada,Single,Software Engineer,Finance,Contractor,"0933 Alexis Ridge Apt. 722, Amandashire, IA 73650",Evening,08-01-2016,Resigned,49149,1620,3,Java,English
E003697,Meghan,Jacobs,Other,22-05-2001,lmckenzie@yahoo.com,Phillipsberg,Georgia,UK,Single,Accountant,Sales,Part-time,"576 Maria Square, New Jennifer, NJ 51248",Evening,22-10-2015,Resigned,160064,13584,2,Power BI,Hindi
E003698,Candice,Eaton,Other,20-09-1985,crogers@hotmail.com,Stevenberg,California,USA,Divorced,Marketing Specialist,IT,Part-time,"USS Carter, FPO AP 42298",Night,04-05-2022,Resigned,83521,948,4,Leadership,Spanish
E003699,David,Poole,Female,26-05-1972,pamelaperkins@yahoo.com,West Nicole,Georgia,USA,Single,Accountant,Operations,Contractor,"934 George Coves Apt. 128, Port Gregtown, VT 71873",Night,13-08-2023,On Leave,75740,9319,2,SQL,English
E003700,Tiffany,Villegas,Other,23-05-1968,arielfox@gmail.com,North Denisemouth,Washington,USA,Married,Data Analyst,Operations,Contractor,"507 Robinson Knoll, Christopherfurt, NH 05180",Morning,05-03-2024,Terminated,136611,16575,3,SQL,English
E003701,Tina,Thompson,Other,17-11-2000,russellfrancis@yahoo.com,East Nicoleberg,Wisconsin,Canada,Divorced,Accountant,Finance,Part-time,"2069 William Manors Apt. 211, Michaelville, IA 03347",Evening,10-12-2016,Resigned,166028,12204,3,Power BI,English
E003702,Cheyenne,Orr,Male,21-04-1993,taylorderrick@sampson.net,Port Davidview,Massachusetts,Canada,Married,HR Manager,Finance,Full-time,"Unit 0699 Box 1012, DPO AP 14543",Morning,27-08-2022,Terminated,96641,11952,3,Excel,Hindi
E003703,Jeanne,Medina,Other,21-04-1993,flowersemily@gmail.com,East Matthewview,Louisiana,Germany,Married,Software Engineer,Sales,Full-time,"84239 Coleman Trace Suite 205, Lake Sherylborough, VA 98565",Morning,23-09-2024,Active,93811,17787,5,Communication,Hindi
E003704,Barbara,Gould,Male,09-11-1995,qcook@abbott.net,Bradfordview,Hawaii,Canada,Married,Software Engineer,IT,Full-time,"53721 Alexandria Row, Lamland, NV 11863",Morning,07-08-2015,On Leave,93232,18374,4,Python,Hindi
E003705,Hayley,Powers,Female,27-02-1978,justinmartinez@hotmail.com,Emilyborough,Florida,India,Divorced,Sales Executive,HR,Part-time,"18590 Frank Park, Lake Jesse, WI 33635",Evening,02-04-2025,Resigned,45417,1104,1,Communication,French
E003706,Margaret,Vasquez,Other,04-12-1989,banderson@yahoo.com,East Gina,Nebraska,India,Divorced,Marketing Specialist,Marketing,Part-time,"49271 Thomas Cliff, East Stephaniechester, MD 25719",Evening,13-11-2018,Terminated,185801,548,2,Python,French
E003707,Kenneth,Wright,Female,12-03-1975,umitchell@yahoo.com,Levyfort,Rhode Island,USA,Divorced,Sales Executive,Finance,Contractor,"8680 Bradley Trail, Lake Patricia, DC 45704",Evening,09-04-2020,On Leave,142492,11640,2,Python,Spanish
E003708,Mark,Mayer,Other,04-03-2001,qpatterson@hotmail.com,Millerborough,Texas,Germany,Married,Marketing Specialist,Operations,Part-time,"375 Harry Shore, South William, OK 98471",Night,29-11-2017,Terminated,60099,7903,4,Python,German
E003709,Mary,Wolf,Male,01-08-1986,robertwilliams@mcguire-nichols.com,Shaneshire,West Virginia,Germany,Married,Marketing Specialist,Sales,Full-time,"317 Amber Streets Apt. 569, Port Danielborough, ID 95538",Morning,22-05-2016,Active,191033,18168,5,SQL,English
E003710,Samantha,Tanner,Other,14-11-1999,parkskimberly@mcdaniel.com,Simpsonview,Minnesota,UK,Divorced,Sales Executive,HR,Contractor,"39032 Barker Island Apt. 386, Johnsonport, NE 14761",Night,23-03-2018,On Leave,173674,10613,3,Power BI,German
E003711,Brittany,Davis,Female,25-03-1978,xlowe@shaw.org,Port Karenhaven,North Dakota,Canada,Single,Sales Executive,HR,Contractor,"7577 Pierce Cove, East Cindyport, ND 01360",Night,09-04-2023,On Leave,148474,17188,1,Java,Spanish
E003712,Christopher,Porter,Other,13-08-1966,robinsonmatthew@yahoo.com,East Roberta,Alabama,USA,Single,Data Analyst,Finance,Contractor,"20943 Williams Field, Figueroabury, WY 13936",Evening,23-03-2017,On Leave,39256,8990,3,Power BI,Hindi
E003713,Preston,Cole,Male,08-05-1966,emiller@gmail.com,Lake Julieton,New Jersey,USA,Single,Accountant,Finance,Full-time,"310 Rios Locks, Mayville, NM 99854",Morning,14-03-2020,On Leave,64681,11467,2,SQL,Spanish
E003714,Lori,Walter,Female,30-04-1998,deborah99@hotmail.com,Pamelashire,Alaska,Canada,Divorced,HR Manager,HR,Full-time,"6574 Nicholas Shores Apt. 755, West Anna, LA 98927",Morning,21-09-2021,On Leave,121328,4238,4,Excel,German
E003715,Kevin,Shields,Male,14-02-1997,parkssean@hotmail.com,Rebeccaland,Virginia,India,Divorced,Sales Executive,HR,Contractor,"PSC 6010, Box 7078, APO AA 85975",Morning,25-04-2017,Resigned,73361,19644,5,Power BI,English
E003716,Kristina,Sanchez,Other,01-08-1978,cherylclark@mitchell.com,South Nicoleberg,Delaware,USA,Divorced,Sales Executive,Operations,Part-time,"859 Mary Branch Apt. 722, Ashleeton, TX 04990",Evening,06-02-2016,Terminated,64540,4367,2,SQL,Spanish
E003717,Craig,Boone,Other,05-01-2001,cindy30@clark.com,Lake Mariah,Oregon,USA,Married,Software Engineer,Marketing,Full-time,"PSC 0137, Box 8133, APO AP 95771",Evening,05-07-2020,Resigned,187608,5651,1,Excel,German
E003718,Nicholas,Rogers,Male,25-05-1968,jleblanc@morgan.org,West Melissa,Alabama,Canada,Married,HR Manager,HR,Part-time,"6528 Curtis Wall, West Karen, IN 86670",Evening,30-03-2021,Resigned,114700,16204,1,Python,English
E003719,Sarah,Wood,Female,04-01-1974,michael29@graves.com,Alexanderview,Colorado,UK,Single,Sales Executive,HR,Contractor,"115 Estrada Avenue, Gloverhaven, IL 35325",Night,15-01-2016,Terminated,108532,19755,5,SQL,Spanish
E003720,Sharon,Stafford,Male,18-02-1966,alvaradojonathon@hotmail.com,Phillipsfurt,Mississippi,USA,Married,Sales Executive,Marketing,Contractor,"018 Smith Island, South Stephanie, NY 77837",Night,25-06-2016,Active,157626,2093,1,Leadership,French
E003721,Jason,Morris,Female,09-07-1989,ghernandez@wallace.com,Powersport,California,India,Single,Data Analyst,Sales,Contractor,"1762 Aguilar Terrace, East Alyssachester, IL 15206",Evening,12-11-2021,Terminated,163943,4001,2,Java,Hindi
E003722,Joseph,Pearson,Female,13-10-1988,hardyjoel@smith-robinson.com,Bucktown,Connecticut,UK,Single,Software Engineer,Finance,Full-time,"680 Turner Well, Priceland, KY 13103",Night,06-09-2017,Active,76002,7810,3,Communication,Spanish
E003723,Karen,Holt,Female,20-07-1985,loweryrobin@hotmail.com,Port Heather,South Carolina,UK,Single,HR Manager,Operations,Contractor,"0117 Dean Trace Suite 062, Burnsfurt, OH 20633",Night,29-03-2016,Resigned,79812,11272,5,Python,German
E003724,Helen,Pena,Male,03-02-1965,steven58@gmail.com,East Nancymouth,Arkansas,Canada,Married,HR Manager,HR,Part-time,"395 Knight Unions Apt. 487, North Heather, TX 38576",Morning,22-01-2019,On Leave,183698,4554,3,Java,Hindi
E003725,Victoria,Woods,Female,16-03-1969,paula16@vargas.org,South Ambershire,West Virginia,India,Divorced,Sales Executive,Sales,Part-time,"58893 Rojas Plain Suite 506, Lake Tinafurt, SC 73165",Night,09-05-2025,On Leave,138946,18901,2,Power BI,German
E003726,Danielle,Navarro,Male,29-06-1983,kbrown@carpenter.biz,New Andrew,Iowa,USA,Single,Accountant,Sales,Contractor,"5853 Larry Crescent Suite 240, Frankfurt, TN 42495",Evening,20-09-2017,Active,96668,8697,3,Java,German
E003727,Ryan,Bowers,Male,03-07-1993,nanderson@yahoo.com,Nicoleburgh,Oregon,Canada,Single,Accountant,Marketing,Part-time,"483 Navarro Coves, Gatesmouth, DC 70218",Morning,10-05-2019,On Leave,129003,17480,1,Python,English
E003728,Mary,Farley,Male,16-11-1997,craig00@gmail.com,Gregoryhaven,Virginia,India,Divorced,Accountant,Marketing,Contractor,"99001 Elijah Hollow Apt. 014, South Marc, PA 76565",Night,27-08-2020,Resigned,72998,12371,2,Excel,French
E003729,Dean,Perez,Other,07-10-1979,woodsvincent@mcbride-clark.com,East Denisetown,New Jersey,USA,Single,Software Engineer,HR,Full-time,"028 Leroy Road Suite 508, Port Taylor, MN 59527",Evening,22-07-2024,Active,134601,9236,5,SQL,English
E003730,Lauren,Woods,Other,29-11-1986,pamelawilson@yahoo.com,Nealmouth,New York,India,Married,Accountant,Marketing,Part-time,"7529 Dawn Islands Apt. 506, South Thomasfort, ND 79601",Evening,10-09-2016,Active,37812,13769,4,Python,Spanish
E003731,Charles,Valdez,Other,12-09-1997,sergio62@hotmail.com,West Stephanie,Minnesota,Germany,Married,HR Manager,HR,Part-time,"4122 Megan Track, Port Nathan, NJ 26576",Evening,15-11-2015,Terminated,91844,7061,1,Communication,German
E003732,Kyle,Parks,Female,21-02-1993,bowersphillip@trujillo.net,New Stephenburgh,Wyoming,Canada,Married,Sales Executive,IT,Contractor,"6644 Ferrell Isle Suite 088, South Jacobberg, MI 56656",Night,02-08-2015,Resigned,163251,18588,5,SQL,English
E003733,William,Sheppard,Other,18-03-1988,wthomas@nixon-lowe.com,Antonioburgh,Rhode Island,UK,Divorced,Accountant,Marketing,Part-time,"47217 Serrano Island Apt. 738, Kaylaport, FL 68063",Morning,03-08-2023,Resigned,104601,3902,5,Leadership,Hindi
E003734,Briana,Rosales,Other,31-10-1976,tiffanysanchez@johnson-villarreal.com,Kylechester,Oklahoma,Germany,Single,Accountant,Operations,Contractor,"6352 Barry Summit, East Sandra, MS 61164",Night,28-01-2025,Active,169347,1352,3,Leadership,Spanish
E003735,Rebecca,Young,Other,28-09-1973,brittanynelson@yahoo.com,Cooleymouth,Rhode Island,India,Single,HR Manager,Marketing,Contractor,"04459 Flores Fords Apt. 495, North Derrick, OR 25934",Morning,21-05-2016,On Leave,77857,1596,2,Excel,English
E003736,Chris,Craig,Female,15-09-1980,whernandez@hotmail.com,East Anthony,Oklahoma,UK,Married,Data Analyst,Sales,Contractor,"282 Aaron Run Suite 133, North Sheila, NV 12625",Night,04-04-2023,On Leave,155555,8767,5,Communication,English
E003737,Joann,Poole,Male,26-05-1991,bonnieevans@gmail.com,Carlosborough,Texas,USA,Married,Sales Executive,IT,Contractor,"679 Brewer Spurs Suite 815, Josephberg, KY 92855",Evening,23-05-2021,Terminated,50700,679,5,Power BI,English
E003738,Robert,Taylor,Other,09-04-1989,davidwilson@lewis.com,North Natalie,Nevada,UK,Married,Software Engineer,Finance,Full-time,"8556 Christopher Vista Apt. 581, South Andrew, LA 41079",Evening,16-02-2020,On Leave,123330,12020,4,Communication,English
E003739,Jeremy,Brown,Male,26-03-1967,katie15@george.com,Shelleyfort,Ohio,India,Single,Sales Executive,HR,Contractor,"3550 Don Roads, Lake Jasmine, NM 15536",Night,17-06-2022,Terminated,174941,12096,1,Python,Hindi
E003740,Brian,Smith,Male,30-07-1973,jeremy60@hansen.com,Santanaburgh,Pennsylvania,India,Divorced,HR Manager,Finance,Full-time,"PSC 4959, Box 6100, APO AE 35000",Night,28-04-2023,Resigned,182026,11385,4,Excel,French
E003741,April,Russell,Male,11-07-1977,danieltaylor@yahoo.com,West Mark,South Dakota,India,Divorced,Marketing Specialist,Finance,Contractor,"4748 Wang Pines, Wilsonview, NC 27068",Morning,12-09-2024,Active,192627,8509,3,Java,Hindi
E003742,Matthew,Wright,Male,21-10-1987,stephanie34@hotmail.com,Port Megan,West Virginia,Germany,Single,Sales Executive,HR,Part-time,"220 Walker Plain, North Jacobland, OK 10388",Night,20-10-2017,On Leave,93353,5734,1,Excel,French
E003743,Erica,Willis,Other,17-04-1984,mathewscarl@gmail.com,New Joseph,Mississippi,Canada,Single,Data Analyst,Marketing,Full-time,"419 Patricia Pines, New Jeffreyberg, MO 21214",Night,14-05-2023,Active,130772,15675,1,Java,Spanish
E003744,Diana,Fisher,Female,19-05-2003,sheila70@gmail.com,Ruizmouth,Kentucky,USA,Married,HR Manager,IT,Contractor,"10349 Rebecca Flats Suite 184, West Tammy, KS 55582",Evening,04-06-2018,Active,121502,12693,2,Communication,French
E003745,Vicki,Matthews,Other,24-12-1970,anarodriguez@yahoo.com,Andreaberg,New Hampshire,Germany,Single,Data Analyst,IT,Full-time,"USNV Mahoney, FPO AE 12219",Night,23-05-2023,Terminated,143943,19380,4,SQL,French
E003746,Angel,Haynes,Female,01-11-1995,maria76@yahoo.com,Grantville,Virginia,Germany,Single,Data Analyst,Finance,Part-time,"30188 Alexander Drive Suite 104, Fernandezfort, KS 74873",Evening,12-11-2023,Terminated,139850,7407,3,Leadership,English
E003747,Gregory,Wright,Other,31-12-1973,youngjoseph@young.info,Calvinside,Indiana,USA,Married,Marketing Specialist,HR,Part-time,"087 Jeffrey Glen, Lake Katherineland, MD 96757",Night,23-08-2023,On Leave,75095,11786,5,Java,English
E003748,Marcus,Jones,Other,23-08-1965,garzatamara@yahoo.com,South Matthewhaven,Colorado,USA,Single,HR Manager,Sales,Part-time,"0548 Gardner Manors Apt. 176, Garciatown, RI 73149",Evening,22-03-2025,Active,175342,2542,5,SQL,Spanish
E003749,Linda,Jackson,Male,04-09-2000,averymichael@garcia.net,Tatetown,Illinois,India,Single,Data Analyst,Operations,Full-time,"5034 Kathryn Extension, West Mackenzieberg, OH 19764",Morning,25-08-2023,On Leave,191980,17062,4,Communication,French
E003750,Melissa,Cox,Female,14-04-1969,jennifer26@gmail.com,Faithburgh,Idaho,India,Divorced,Accountant,Operations,Full-time,"9999 Arias Bridge, Garciahaven, NC 98395",Night,28-07-2016,On Leave,45523,5366,4,Communication,English
E003751,Jesus,Holland,Other,17-04-1975,martinezcarolyn@thomas.com,West Jilltown,Michigan,Canada,Divorced,Data Analyst,IT,Part-time,"89483 Hall Trail, Brandonmouth, NV 06917",Morning,04-06-2019,Terminated,92433,7410,5,Power BI,Hindi
E003752,Allison,Hammond,Female,16-10-1999,simsdonald@gmail.com,Alexandertown,Nevada,Canada,Single,Accountant,IT,Part-time,"9661 Simmons Bypass Suite 495, Branditon, TX 82328",Night,04-06-2016,Terminated,49991,9835,2,Python,Hindi
E003753,Kyle,Myers,Female,18-12-1966,julie57@mayer.com,New Elizabeth,Illinois,UK,Single,HR Manager,Operations,Part-time,"741 Lucas Unions, South Rebecca, WV 93465",Night,18-01-2022,Terminated,40775,13647,4,Python,Hindi
E003754,Stephen,Richardson,Other,20-05-1975,mooreamy@hotmail.com,West Robert,North Carolina,UK,Single,Accountant,HR,Contractor,"40998 Love Neck, Blevinsstad, MA 60431",Evening,31-01-2021,Resigned,114995,5541,2,Python,Spanish
E003755,Cesar,Stafford,Female,06-10-1993,chungjohn@walton.net,Briantown,Washington,Canada,Married,Sales Executive,Finance,Contractor,"39041 Johnson Burg, Josephview, GA 74488",Morning,02-05-2019,Terminated,177745,17218,4,Java,French
E003756,Timothy,Davis,Other,27-11-1967,cparker@thomas.info,New Antoniobury,South Dakota,Germany,Divorced,Sales Executive,Marketing,Full-time,"4576 Nicholas Parkway, West Charles, AZ 80821",Night,29-09-2019,On Leave,152808,10433,4,Python,French
E003757,Brian,Sampson,Other,21-04-1993,rachel18@reynolds.net,Bowmanburgh,Michigan,Canada,Single,Software Engineer,Marketing,Part-time,"7493 Jeffrey Parkway, Beckport, CA 59319",Morning,26-02-2024,Active,188128,10547,5,Java,German
E003758,Lori,Clark,Male,16-12-2002,jacob17@ryan.com,Arthurmouth,Virginia,UK,Single,Sales Executive,HR,Full-time,"7662 Antonio Mall, Colleenstad, ME 27602",Night,25-09-2023,Active,167686,9860,2,SQL,German
E003759,Zachary,Ellis,Male,24-01-1993,donovancindy@yahoo.com,Riceview,Arkansas,Canada,Divorced,Data Analyst,HR,Contractor,"418 Gonzalez Isle, North Peterhaven, RI 21312",Evening,09-05-2023,On Leave,37415,10745,3,Power BI,French
E003760,Lawrence,Robinson,Female,29-04-1988,njohnson@smith.biz,West Pennymouth,New Mexico,Canada,Divorced,Software Engineer,Sales,Contractor,"972 Blackburn Branch Apt. 346, Wagnerburgh, MI 38082",Evening,27-10-2022,On Leave,178036,6818,4,Excel,Hindi
E003761,Abigail,Cook,Male,04-02-1967,randywarren@mendoza-haley.com,Sandersview,Oregon,UK,Divorced,Sales Executive,Sales,Full-time,"Unit 7944 Box 7358, DPO AP 96811",Evening,30-09-2016,Terminated,198798,14101,1,SQL,French
E003762,Christian,Espinoza,Female,05-10-1999,steelepamela@yahoo.com,East Jill,North Carolina,India,Divorced,HR Manager,Sales,Full-time,"5786 Corey Ports, Nelsonshire, NY 73969",Night,12-06-2020,On Leave,67044,5028,1,Java,German
E003763,Allen,Cooper,Other,26-05-1975,dawn56@nguyen.biz,New Dannytown,Wisconsin,Canada,Single,Accountant,Operations,Part-time,"522 Ariel Mountain, Barronton, ME 27962",Morning,05-09-2015,Resigned,198616,15798,3,Communication,Hindi
E003764,William,Ortega,Male,26-11-1966,kathryncollier@hotmail.com,Sanchezchester,Idaho,Canada,Single,HR Manager,IT,Full-time,"967 Lewis Highway Apt. 899, Lopezborough, CT 29474",Night,09-01-2020,Resigned,79976,10954,5,Python,Hindi
E003765,John,Cole,Other,14-01-1996,davissarah@yahoo.com,New Ryan,Washington,Canada,Married,Data Analyst,IT,Part-time,"37613 Matthew Squares Apt. 845, East Sandraview, KS 94729",Morning,22-06-2019,Active,193324,12770,5,Leadership,German
